EnsemblID,p22074-s001_Cont1_S141.unstranded_count,p22074-s002_Cont2_S142.unstranded_count,p22074-s003_Cont3_S143.unstranded_count,p22074-s004_FAC1_S144.unstranded_count,p22074-s005_FAC2_S145.unstranded_count,p22074-s006_FAC3_S146.unstranded_count,p22074-s007_LiproxposFAC1_S147.unstranded_count,p22074-s008_LiproxposFAC2_S148.unstranded_count,p22074-s009_LiproxposFAC3_S149.unstranded_count,p22074-s010_MTposFAC1_S150.unstranded_count,p22074-s011_MTposFAC2_S151.unstranded_count,p22074-s012_MTposFAC3_S152.unstranded_count
ENSMUSG00000105521,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105614,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089244,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063531,21,23,15,80,11,77,11,23,9,3,24,18
ENSMUSG00000105528,0,1,0,0,0,1,0,0,1,1,3,0
ENSMUSG00000085352,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106310,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061601,0,3,0,0,0,2,0,0,1,0,1,3
ENSMUSG00000097976,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106491,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105485,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104625,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106048,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106411,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105578,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098233,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105571,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104672,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033219,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091255,4,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000072188,0,0,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000091897,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106004,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099762,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094230,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106445,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105300,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096878,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000070933,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069720,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000089871,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000073208,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106083,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105515,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105185,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105916,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105310,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096936,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040118,0,0,0,0,0,0,0,2,0,0,1,1
ENSMUSG00000104886,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105526,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106177,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097941,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028864,1,4,7,7,1,2,13,8,12,10,10,8
ENSMUSG00000106339,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105660,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059179,2,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000109903,1,0,6,0,1,0,3,1,4,1,5,0
ENSMUSG00000099854,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105706,0,0,0,0,0,0,0,1,0,1,0,0
ENSMUSG00000091273,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091827,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090750,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058643,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106358,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028780,2,3,2,3,0,3,4,3,14,0,13,13
ENSMUSG00000002944,174,373,294,219,34,169,809,810,652,863,693,665
ENSMUSG00000028777,0,0,0,0,0,1,0,0,0,0,0,3
ENSMUSG00000057614,34,25,22,25,15,21,43,39,29,42,66,64
ENSMUSG00000104540,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104718,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105930,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089364,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106498,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097626,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106433,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040003,2,7,10,9,2,9,4,8,9,4,13,9
ENSMUSG00000106204,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088668,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096882,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077171,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106559,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087768,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106240,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000073174,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105036,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039987,707,782,680,886,131,644,973,982,844,1079,1014,780
ENSMUSG00000082716,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045435,879,927,937,942,99,1046,863,874,724,973,935,661
ENSMUSG00000039968,58,52,36,75,13,70,50,77,61,99,80,54
ENSMUSG00000101013,0,0,0,2,0,1,2,0,0,0,0,0
ENSMUSG00000028771,645,777,684,1327,207,1043,1091,1155,987,1234,1084,887
ENSMUSG00000106158,0,0,1,4,1,2,0,0,1,1,2,2
ENSMUSG00000087813,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096269,0,0,0,0,0,0,0,1,0,0,1,0
ENSMUSG00000106116,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106104,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039934,175,343,253,156,22,202,231,333,260,357,380,289
ENSMUSG00000104920,1,0,2,0,0,0,0,0,0,1,0,0
ENSMUSG00000105275,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064280,1,0,0,0,0,1,4,0,0,1,1,0
ENSMUSG00000039899,0,3,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000047221,396,429,387,399,57,384,412,423,415,440,534,331
ENSMUSG00000048520,1,0,2,2,0,0,0,0,0,0,4,0
ENSMUSG00000039883,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106135,3,0,3,2,0,1,0,2,2,0,0,0
ENSMUSG00000106294,5,7,8,14,0,8,8,7,4,9,14,4
ENSMUSG00000038525,435,373,406,409,60,365,435,444,388,546,582,375
ENSMUSG00000044968,478,621,509,458,76,402,602,680,571,842,611,535
ENSMUSG00000081242,0,0,0,1,0,2,1,0,0,1,2,0
ENSMUSG00000029017,2504,2530,2407,2824,430,2580,2801,2680,2201,2899,3144,2151
ENSMUSG00000083006,1,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000029014,896,966,863,1121,184,1078,1032,1115,1014,1113,1201,781
ENSMUSG00000028932,4297,4852,4859,4435,732,4547,5482,5472,4885,6294,6470,4583
ENSMUSG00000029015,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042453,178,238,148,440,69,394,95,136,125,153,193,110
ENSMUSG00000090008,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000073152,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000090197,0,1,4,0,0,2,0,1,0,0,1,0
ENSMUSG00000105766,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089910,4,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089793,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090226,1,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000088578,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105106,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065660,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105081,2,5,1,18,1,0,3,0,0,4,7,1
ENSMUSG00000029012,782,800,871,609,99,645,767,788,752,1000,1091,791
ENSMUSG00000084235,8,3,12,25,0,6,3,3,2,6,1,3
ENSMUSG00000096346,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097207,7,9,5,3,3,7,4,8,0,7,4,9
ENSMUSG00000105156,1,0,0,0,0,0,2,0,0,1,3,3
ENSMUSG00000081855,1,6,7,9,0,8,3,3,8,8,6,8
ENSMUSG00000092704,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106181,3,2,4,23,0,7,12,11,3,14,8,8
ENSMUSG00000104913,46,27,59,261,11,75,22,17,36,71,57,22
ENSMUSG00000105076,0,0,5,0,0,1,2,6,0,0,0,5
ENSMUSG00000105029,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106379,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094832,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105543,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060879,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104866,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098903,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105254,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105091,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000073147,194,173,204,206,24,217,234,186,126,203,171,131
ENSMUSG00000106269,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104765,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105042,0,0,3,2,2,3,2,0,0,0,0,0
ENSMUSG00000029004,1069,1269,1351,1522,208,1364,1335,1327,1323,1643,1605,1140
ENSMUSG00000088170,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062604,493,589,553,474,92,554,1014,948,836,929,751,674
ENSMUSG00000088359,0,0,1,3,0,1,0,0,0,2,0,0
ENSMUSG00000105565,5,3,6,9,2,8,12,12,13,12,16,7
ENSMUSG00000105987,3235,3843,3291,3949,543,3383,3793,3886,3359,4264,4600,3121
ENSMUSG00000096832,0,0,0,0,0,0,0,0,1,1,0,0
ENSMUSG00000057541,1126,1359,1322,1548,227,1345,1571,1787,1498,1871,1862,1340
ENSMUSG00000028999,539,602,537,542,74,465,588,615,564,760,812,531
ENSMUSG00000104569,6,5,6,12,1,3,9,1,8,2,4,2
ENSMUSG00000086697,1,0,2,1,0,1,8,1,4,1,3,0
ENSMUSG00000118636,0,1,0,0,0,0,4,1,0,2,0,0
ENSMUSG00000118627,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065329,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028998,861,760,1053,887,131,989,720,737,379,673,647,488
ENSMUSG00000097180,30,42,45,81,7,62,54,34,48,62,56,31
ENSMUSG00000095205,0,0,0,3,0,0,2,1,0,1,4,0
ENSMUSG00000118576,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028995,446,585,447,697,102,442,785,665,570,756,766,626
ENSMUSG00000105866,1,0,5,4,0,0,2,0,1,0,0,0
ENSMUSG00000106118,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028986,476,447,498,546,77,519,435,587,436,515,573,395
ENSMUSG00000106133,27,40,34,58,6,20,27,22,22,56,29,30
ENSMUSG00000106665,0,0,3,2,0,1,0,0,2,0,0,0
ENSMUSG00000048439,236,278,252,231,35,186,239,343,308,357,415,289
ENSMUSG00000099891,0,1,0,3,0,1,1,0,0,0,3,0
ENSMUSG00000105141,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105713,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081071,0,0,2,3,0,1,0,0,0,2,1,1
ENSMUSG00000038319,7,2,14,9,1,17,2,6,0,3,9,2
ENSMUSG00000086729,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028978,2,1,0,4,0,4,8,11,3,2,0,5
ENSMUSG00000086769,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038295,64,92,66,77,13,152,15,40,22,52,46,29
ENSMUSG00000028973,1001,1227,1147,1022,171,922,1069,1150,899,1468,1445,1064
ENSMUSG00000038276,1,1,0,1,0,3,8,0,4,0,0,0
ENSMUSG00000028969,767,866,900,755,88,700,827,893,707,1055,1029,742
ENSMUSG00000028962,1188,1478,1186,1751,217,1599,1497,1588,1275,1799,1670,1303
ENSMUSG00000028959,1920,2226,2268,2048,333,2125,1942,1996,1773,2580,2407,1786
ENSMUSG00000088696,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028958,322,360,350,260,44,274,239,297,240,337,344,225
ENSMUSG00000105858,0,2,0,3,0,3,2,3,3,2,1,1
ENSMUSG00000104190,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000023353,1462,1435,1552,1988,268,1815,1807,1702,1390,2082,1741,1335
ENSMUSG00000067724,0,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000038204,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038199,0,0,0,4,0,3,0,0,0,0,0,0
ENSMUSG00000028953,4526,4990,4646,5690,973,4848,5474,5952,5187,6571,6569,4863
ENSMUSG00000067719,19,14,25,69,5,13,25,22,18,33,22,12
ENSMUSG00000038181,1162,1432,1194,1908,299,1689,1743,1814,1508,2063,1751,1274
ENSMUSG00000028949,33,51,39,50,6,28,33,26,26,48,26,30
ENSMUSG00000076387,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038165,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028954,625,686,690,894,87,770,716,777,572,814,809,536
ENSMUSG00000097275,5,1,2,7,2,3,11,1,5,4,2,8
ENSMUSG00000055235,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000038135,14,18,13,11,2,5,8,19,9,23,13,10
ENSMUSG00000028945,3670,3829,3921,4373,626,4111,4241,4842,3224,4100,4357,3236
ENSMUSG00000089475,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028944,520,617,497,368,57,408,454,505,404,602,556,374
ENSMUSG00000087314,1,3,1,0,0,1,2,0,1,7,0,2
ENSMUSG00000086446,1,5,0,1,1,3,2,0,3,13,3,2
ENSMUSG00000059631,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000043833,80,104,78,69,17,69,47,71,73,90,133,59
ENSMUSG00000105763,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077832,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028938,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088842,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038072,758,830,732,733,132,570,829,780,730,894,1062,662
ENSMUSG00000054116,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038056,323,387,318,646,103,481,492,426,472,684,625,404
ENSMUSG00000106457,1,4,1,5,0,4,2,1,0,1,0,0
ENSMUSG00000092344,1,0,4,3,0,5,0,1,0,0,0,2
ENSMUSG00000092181,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092510,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077387,0,0,1,1,0,0,0,1,0,4,2,0
ENSMUSG00000038044,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101856,19,21,19,23,5,13,14,11,15,13,18,10
ENSMUSG00000105744,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059244,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106144,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106241,2,3,1,0,0,3,0,5,2,2,0,0
ENSMUSG00000028933,72,93,86,52,13,48,49,61,65,94,102,111
ENSMUSG00000104549,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056367,0,4,1,0,0,2,0,1,0,0,0,0
ENSMUSG00000105052,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104824,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095550,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000104651,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000106627,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096045,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091049,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090671,0,0,0,0,0,0,1,1,0,0,0,0
ENSMUSG00000067700,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000073119,0,0,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000073117,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105422,0,0,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000073116,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051940,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000067698,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059645,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105786,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029044,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105491,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061576,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104733,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080941,0,0,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000081970,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105946,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106537,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048703,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086505,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002221,1510,1752,1667,1931,327,1561,1885,1881,1622,2302,2216,1491
ENSMUSG00000105223,1,0,1,0,0,0,1,1,0,0,0,0
ENSMUSG00000105375,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039106,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104882,0,1,2,13,0,0,0,1,2,4,2,1
ENSMUSG00000106390,0,1,0,4,0,2,1,2,0,1,1,0
ENSMUSG00000118586,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104777,0,0,1,1,0,0,0,0,0,0,1,0
ENSMUSG00000097673,49,39,26,7,3,10,8,10,18,6,8,16
ENSMUSG00000106030,25,15,11,5,6,11,8,9,2,0,14,4
ENSMUSG00000045294,3151,3752,3023,3426,509,3015,6387,6494,5944,4764,4102,3219
ENSMUSG00000039095,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106160,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044681,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048271,1495,1689,1237,2083,281,1840,2137,2008,1896,2488,2061,1547
ENSMUSG00000002633,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097726,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105775,8,3,11,23,0,17,9,2,5,7,9,4
ENSMUSG00000104587,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029130,12,5,5,12,4,2,11,4,9,8,11,10
ENSMUSG00000089975,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000010721,192,271,226,191,28,176,245,269,237,298,259,219
ENSMUSG00000105741,2,2,4,7,2,2,1,4,2,0,3,2
ENSMUSG00000093302,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097561,2,1,3,3,2,3,1,0,0,11,0,1
ENSMUSG00000001569,1161,1347,1261,1429,274,1215,1474,1662,1451,1745,1804,1205
ENSMUSG00000001566,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093875,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078182,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000039000,3207,3911,3268,3744,583,3303,4149,4532,3888,5015,4985,3631
ENSMUSG00000104648,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088150,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105032,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000053121,2,0,0,1,0,1,1,1,4,0,1,1
ENSMUSG00000029131,1699,1837,1781,1737,274,1724,2060,2130,1815,2000,2220,1579
ENSMUSG00000106558,42,40,55,256,7,60,52,46,50,111,80,50
ENSMUSG00000105999,0,0,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000106551,1,0,5,2,0,2,0,0,0,1,0,2
ENSMUSG00000105437,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105926,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105439,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025746,0,0,0,0,0,1,0,0,0,1,0,0
ENSMUSG00000025747,239,297,304,208,29,172,389,342,282,433,377,225
ENSMUSG00000104667,0,2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086815,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044576,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000025745,3481,4109,3465,4014,569,3310,3971,3766,3606,4782,4618,3183
ENSMUSG00000059447,4627,5010,4635,3729,655,3671,4908,4885,4263,5413,5290,4038
ENSMUSG00000088113,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000067642,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075703,1505,1873,1732,2434,377,1926,2099,2307,1719,2113,2073,1653
ENSMUSG00000085099,0,0,6,2,1,1,0,4,0,0,2,0
ENSMUSG00000073102,11,6,8,6,1,9,11,3,9,9,12,10
ENSMUSG00000106311,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000062372,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029182,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053194,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088327,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106300,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053214,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000049265,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029175,1361,1479,1430,1641,217,1531,1345,1498,1204,1820,1593,1269
ENSMUSG00000093710,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029177,42,60,58,24,9,29,62,55,47,81,49,66
ENSMUSG00000029168,0,0,0,0,0,0,3,1,1,0,0,0
ENSMUSG00000106173,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000029166,897,1130,892,1101,140,1036,1225,1203,1027,1419,1206,950
ENSMUSG00000106229,57,87,69,45,5,74,136,95,131,152,94,76
ENSMUSG00000087258,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000038828,4404,5049,4653,4438,709,4564,4329,4688,4017,5710,5756,3913
ENSMUSG00000107086,13,10,22,21,4,23,21,17,10,29,10,12
ENSMUSG00000029165,272,270,273,277,52,218,226,159,171,266,266,172
ENSMUSG00000107201,41,43,37,32,10,33,56,34,36,69,48,20
ENSMUSG00000038803,338,280,582,444,24,474,472,305,144,277,256,265
ENSMUSG00000029163,29,32,34,31,2,30,33,36,30,43,32,32
ENSMUSG00000029162,1865,2310,3567,1954,263,2469,5482,3052,3122,5949,3336,3487
ENSMUSG00000029161,150,235,201,94,19,102,213,246,183,269,322,206
ENSMUSG00000006638,1,2,4,0,0,1,3,0,2,3,3,0
ENSMUSG00000045302,3567,4145,4035,3543,569,3152,3756,3791,3556,4842,4936,3696
ENSMUSG00000006642,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000006641,549,741,592,704,120,548,458,594,447,609,751,451
ENSMUSG00000013622,2286,2443,2510,2215,341,1998,2673,2536,2159,2847,2777,1927
ENSMUSG00000013629,966,1411,843,1090,181,971,1327,1433,1363,1817,1681,1175
ENSMUSG00000029151,8,5,7,20,2,25,7,5,16,17,20,2
ENSMUSG00000104299,0,0,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000053856,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062077,4,0,3,6,0,6,10,12,8,8,2,4
ENSMUSG00000107265,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038676,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000107283,2169,2213,2627,2144,306,1955,2118,2285,1508,2309,2182,1665
ENSMUSG00000101678,7,6,6,10,1,3,3,4,6,5,6,4
ENSMUSG00000106864,584,685,723,662,90,588,823,697,631,759,808,627
ENSMUSG00000029145,1518,1887,1615,2067,316,1773,1807,1773,1580,2186,2130,1587
ENSMUSG00000029146,523,589,602,744,117,625,604,629,464,716,689,499
ENSMUSG00000043059,275,264,288,355,51,296,268,279,214,338,298,236
ENSMUSG00000029147,2308,2649,2476,3303,504,2591,3053,2768,2581,3428,3296,2332
ENSMUSG00000106717,6,8,1,15,1,11,8,10,12,16,8,5
ENSMUSG00000055424,0,0,0,1,0,2,0,0,0,0,0,0
ENSMUSG00000029148,2401,2941,2587,3696,591,2883,2502,2851,2442,3257,3589,2538
ENSMUSG00000029149,85,65,125,84,11,64,116,76,86,137,135,106
ENSMUSG00000038564,241,328,206,238,40,177,260,248,213,362,337,286
ENSMUSG00000038552,1316,1568,1785,1060,153,1169,1568,1355,1199,2022,1562,1335
ENSMUSG00000059434,1557,2205,2378,1660,244,1721,3744,3044,3091,4650,3367,3000
ENSMUSG00000106935,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000106866,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106950,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062761,641,654,689,506,100,522,770,900,708,1037,1009,720
ENSMUSG00000107120,0,0,2,4,0,2,0,0,1,3,0,1
ENSMUSG00000029138,1,0,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000107142,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064037,1054,1177,1015,995,133,977,1127,1193,1034,1327,1653,1123
ENSMUSG00000053134,459,571,488,337,44,344,492,505,441,649,698,562
ENSMUSG00000029141,345,398,443,451,54,370,366,405,379,479,562,388
ENSMUSG00000107352,1,7,0,1,4,4,6,4,0,4,0,0
ENSMUSG00000107355,0,0,0,2,0,0,1,0,1,1,0,0
ENSMUSG00000107015,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106918,490,470,869,649,105,708,646,527,373,500,533,383
